id,rainfall
2460,0.83433753
2461,0.00061410334
2462,0.36439794
2463,0.2961662
2464,0.014230229
2465,0.000833463
2466,0.20419396
2467,0.9605167
2468,0.99519026
2469,0.17095613
2470,0.8812305
2471,0.93970025
2472,0.019444153
2473,0.6516502
2474,0.94955206
2475,0.837877
2476,0.049064487
2477,0.014364548
2478,0.025893608
2479,0.32568067
2480,0.04546896
2481,0.013528055
2482,0.037737183
2483,0.009359846
2484,0.05186212
2485,0.0036822718
2486,0.010389702
2487,0.004957073
2488,0.029232478
2489,0.0117848385
2490,0.008916413
2491,0.9355238
2492,0.010475986
2493,0.040943187
2494,0.00071963214
2495,0.0027563109
2496,0.0071377694
2497,0.5953476
2498,0.005004578
2499,0.7140182
2500,0.4365106
2501,0.0077196113
2502,0.98064375
2503,0.008532096
2504,0.014080675
2505,0.15422751
2506,0.0029229652
2507,0.009224872
2508,0.0034004848
2509,0.9879605
2510,0.079303
2511,0.011760445
2512,0.016366454
2513,0.0013849956
2514,0.0043928716
2515,0.0023341307
2516,0.008208768
2517,0.017927289
2518,0.02350747
2519,0.00026979586
2520,0.26778606
2521,0.47250313
2522,0.13730805
2523,0.29593942
2524,0.86315536
2525,0.00061828457
2526,0.9900441
2527,0.0011127562
2528,0.007352471
2529,0.0020853153
2530,0.027129432
2531,0.0004712712
2532,0.065477885
2533,0.009063098
2534,0.03913843
2535,0.9149744
2536,0.02118147
2537,0.00048658132
2538,0.02101882
2539,0.016521597
2540,0.22675337
2541,0.025423516
2542,0.16468251
2543,0.046246663
2544,0.0011528503
2545,0.0012138394
2546,0.0011635287
2547,0.0013851711
2548,0.0016994551
2549,0.000119690994
2550,0.7447713
2551,0.112086706
2552,0.00094129535
2553,7.4607226e-05
2554,0.00029072128
2555,0.00047229134
2556,0.0004189911
2557,0.81830794
2558,0.00027876778
2559,0.00076873123
2560,0.25812203
2561,0.12996583
2562,0.052724164
2563,0.002045397
2564,0.00015042219
2565,0.010123711
2566,0.00018252128
2567,0.0060785133
2568,0.0051964433
2569,0.011683954
2570,0.9994455
2571,0.9959409
2572,0.013943117
2573,0.99949265
2574,0.9999443
2575,0.0006174737
2576,0.00085248216
2577,0.0002933787
2578,0.35282284
2579,0.00034218578
2580,0.012285704
2581,0.9260879
2582,0.06578392
2583,0.0051377835
2584,0.15490098
2585,0.00083776336
2586,0.0015942985
2587,0.94035226
2588,0.0034644634
2589,0.78261054
2590,0.004800994
2591,0.0042978367
2592,0.0073394347
2593,0.02780048
2594,0.0013675068
2595,0.00073386973
2596,0.17395926
2597,0.94977385
2598,0.0021629063
2599,0.94594413
2600,0.014684896
2601,0.0007407979
2602,0.024491478
2603,0.94894785
2604,0.01074264
2605,0.00034093246
2606,0.014103718
2607,0.00031290986
2608,0.025737155
2609,0.0014583063
2610,9.4872645e-05
2611,0.25909796
2612,0.04059588
2613,0.81008244
2614,0.00837997
2615,0.0002916185
2616,0.00070300174
2617,0.00027995725
2618,0.00016979256
2619,0.0015705288
2620,0.016379077
2621,0.009583474
2622,0.0012951845
2623,0.00011126112
2624,0.00078288093
2625,0.0010724012
2626,0.5599492
2627,0.9335912
2628,0.0015830713
2629,0.35152277
2630,0.00670803
2631,0.0025680428
2632,0.080142595
2633,0.0019280629
2634,0.50905573
2635,0.00016974013
2636,0.0006483192
2637,0.0016922001
2638,0.008161577
2639,0.63580704
2640,0.00022630552
2641,0.00040198083
2642,0.0009993736
2643,0.002935065
2644,0.0026413791
2645,0.0035326872
2646,0.014362389
2647,0.00042374252
2648,0.00021468438
2649,0.0016765749
2650,0.00014144302
2651,0.007968746
2652,0.003123019
2653,0.020354755
2654,0.0055135596
2655,0.0076469705
2656,0.005339309
2657,0.0010266555
2658,0.0020815716
2659,0.000334991
2660,0.0070606284
2661,0.00044142033
2662,0.0011577532
2663,0.006759633
2664,0.02897097
2665,0.029302834
2666,0.002817756
2667,0.0052539255
2668,0.0023343808
2669,0.0015362399
2670,0.0019361419
2671,0.0007303562
2672,0.0010475098
2673,0.0038815495
2674,0.0013574034
2675,0.21651976
2676,0.010603085
2677,0.00056958117
2678,0.00036090714
2679,0.41571188
2680,0.45885986
2681,0.00025591612
2682,0.00010686054
2683,0.005881752
2684,0.00038241784
2685,0.0022095183
2686,0.0015826914
2687,0.0016449998
2688,0.0006115157
2689,0.0006618296
2690,0.0004033902
2691,0.026694028
2692,0.0007470869
2693,0.004116185
2694,0.0015679693
2695,9.553719e-05
2696,6.635327e-05
2697,0.00645534
2698,0.9830651
2699,0.9704343
2700,0.99429095
2701,0.0013194979
2702,0.009053014
2703,6.650639e-05
2704,0.93048584
2705,0.99627954
2706,0.00034932152
2707,0.25960964
2708,0.0018191003
2709,0.9863095
2710,0.97964555
2711,0.8959533
2712,0.48549822
2713,0.03741166
2714,0.021785865
2715,0.00031784864
2716,0.98076963
2717,0.0033846837
2718,0.96901727
2719,0.029537529
2720,0.965995
2721,0.00022031646
2722,0.48181558
2723,0.00015713018
2724,0.9416574
2725,0.0010082349
2726,0.80779594
2727,0.12459214
2728,0.022688968
2729,0.11194288
2730,0.8043812
2731,0.0024790685
2732,0.0218155
2733,0.012639997
2734,0.00016682687
2735,0.009207612
2736,0.0009390398
2737,0.9837177
2738,0.01681556
2739,0.89143914
2740,0.77870893
2741,0.5362588
2742,0.91148186
2743,0.06422894
2744,0.00507534
2745,0.9743903
2746,0.7552066
2747,0.5257647
2748,0.14576687
2749,0.9838351
2750,0.9880057
2751,0.96333784
2752,0.9385209
2753,0.9798426
2754,0.9241581
2755,0.3588678
2756,0.19449021
2757,0.98080724
2758,0.003252712
2759,0.70711255
2760,0.40235347
2761,0.8613908
2762,0.009640351
2763,0.99389195
2764,0.94204444
2765,0.006309442
2766,0.0019614273
2767,0.5971772
2768,0.9439137
2769,0.0002104604
2770,0.005236182
2771,0.0021796993
2772,0.06882575
2773,0.97499305
2774,0.68268836
2775,0.00051118043
2776,0.7653856
2777,0.000638255
2778,0.023466043
2779,0.0007986222
2780,0.00086686516
2781,0.2007681
2782,2.9103641e-05
2783,0.39127848
2784,0.00030716215
2785,0.000951741
2786,0.0071095168
2787,0.00462005
2788,0.0028610528
2789,0.036460266
2790,0.00016327249
2791,0.662469
2792,0.0013400563
2793,6.777425e-05
2794,0.548506
2795,0.25116837
2796,0.37313336
2797,0.00017966122
2798,0.3685091
2799,0.00035108867
2800,0.022424208
2801,0.66612554
2802,0.0009776028
2803,0.011917919
2804,0.000896033
2805,0.0021410598
2806,0.35443965
2807,0.8742913
2808,0.002198697
2809,0.00042737485
2810,0.941518
2811,3.982729e-05
2812,0.0012785743
2813,0.00011345032
2814,4.241304e-05
2815,0.40702093
2816,0.3033482
2817,0.9399744
2818,0.869747
2819,0.011746095
2820,0.8422827
2821,0.0039804564
2822,0.967186
2823,0.00011352066
2824,0.00020712313
2825,0.4172963
2826,0.94584805
2827,0.0010821614
2828,0.9603953
2829,0.00039860618
2830,0.96834934
2831,0.009459325
2832,0.03614717
2833,0.29939976
2834,0.8744167
2835,0.025604846
2836,0.79478353
2837,0.010544016
2838,0.011386331
2839,0.016938081
2840,0.99140316
2841,0.8061107
2842,0.3936528
2843,0.019628093
2844,0.29321954
2845,0.003262792
2846,0.0075334925
2847,0.050618853
2848,0.008986906
2849,0.06653733
2850,0.07689337
2851,0.0066564083
2852,0.012902283
2853,0.0013701081
2854,0.0014475626
2855,0.0019198742
2856,0.004666719
2857,0.0029250016
2858,0.020502027
2859,0.0073829982
2860,0.0826029
2861,0.0056987917
2862,0.0042633424
2863,0.0045204484
2864,0.010180464
2865,0.2197764
2866,0.0012114611
2867,0.0028962232
2868,0.02188663
2869,0.9043011
2870,0.89368343
2871,0.00514931
2872,0.0004980414
2873,0.009952343
2874,0.0023971528
2875,0.0033727793
2876,0.8877188
2877,0.0005925772
2878,0.0031466284
2879,0.004416061
2880,0.0028314122
2881,0.00021593952
2882,0.0049559413
2883,0.002056707
2884,0.79683167
2885,0.009040053
2886,0.017001815
2887,0.35611707
2888,0.0002981215
2889,0.99097985
2890,0.12295574
2891,0.00047239446
2892,0.044747926
2893,0.98007077
2894,0.9815021
2895,0.2820859
2896,0.05464502
2897,0.99187875
2898,0.9994566
2899,0.054602355
2900,0.98149914
2901,0.004440459
2902,0.9785977
2903,0.55319875
2904,0.0008201965
2905,0.0031633405
2906,0.038721014
2907,0.0054155975
2908,0.0011096568
2909,0.045336317
2910,0.21314679
2911,0.02207797
2912,0.0068230107
2913,0.00054559065
2914,0.0001377229
2915,0.00017723997
2916,0.040606357
2917,0.0008115434
2918,0.00020002988
2919,0.033615664
