Id,Category
594,35
595,27
596,0
597,42
598,17
599,11
600,38
601,36
602,46
603,61
604,36
605,38
606,9
607,38
608,38
609,17
610,62
611,38
612,35
613,39
614,38
615,58
616,70
617,68
618,51
619,47
620,22
621,62
622,38
623,38
624,36
625,16
626,3
627,38
628,64
629,76
630,35
631,35
632,36
633,27
634,37
635,22
636,38
637,7
638,64
639,26
640,23
641,24
642,38
643,38
644,26
645,76
646,38
647,38
648,39
649,61
650,28
651,61
652,76
653,36
654,3
655,34
656,77
657,62
658,38
659,0
660,38
661,68
662,10
663,76
664,38
665,42
666,38
667,6
668,38
669,55
670,76
671,46
672,36
673,15
674,1
675,22
676,31
677,33
678,65
679,38
680,38
681,72
682,36
683,62
684,38
685,62
686,34
687,38
688,77
689,33
690,38
691,42
692,62
693,38
694,77
695,55
696,31
697,12
698,28
699,38
700,51
701,36
702,58
703,38
704,36
705,7
706,54
707,62
708,71
709,68
710,76
711,64
712,1
713,71
714,38
715,65
716,22
717,12
718,36
719,36
720,25
721,22
722,58
723,14
724,62
725,18
726,44
727,68
728,76
729,64
730,64
731,66
732,36
733,73
734,55
735,51
736,38
737,62
738,28
739,68
740,20
741,26
742,38
743,60
744,76
745,52
746,25
747,38
748,36
749,64
750,25
751,15
752,66
753,6
754,22
755,46
756,74
757,38
758,62
759,38
760,15
761,76
762,29
763,76
764,49
765,48
766,32
767,38
768,32
769,49
770,33
771,23
772,28
773,75
774,57
775,62
776,36
777,36
778,33
779,76
780,76
781,68
782,1
783,62
784,36
785,60
786,47
787,60
788,63
789,46
790,38
791,38
792,38
793,15
794,55
795,75
796,54
797,62
798,3
799,54
800,64
801,22
802,39
803,55
804,64
805,68
806,67
807,18
808,62
809,39
810,38
811,38
812,38
813,63
814,38
815,50
816,38
817,76
818,38
819,76
820,50
821,76
822,69
823,38
824,38
825,38
826,31
827,6
828,11
829,38
830,38
831,29
832,38
833,68
834,38
835,36
836,38
837,64
838,38
839,68
840,67
841,27
842,22
843,60
844,4
845,38
846,44
847,64
848,22
849,37
850,61
851,1
852,38
853,38
854,70
855,38
856,38
857,51
858,5
859,76
860,23
861,33
862,38
863,38
864,25
865,69
866,38
867,38
868,62
869,59
870,38
871,39
872,60
873,32
874,38
875,14
876,38
877,6
878,58
879,38
880,31
881,76
882,9
883,15
884,62
885,36
886,62
887,68
888,76
889,76
890,53
891,25
892,21
893,76
894,38
895,40
896,36
897,38
898,15
899,38
900,42
901,48
902,22
903,57
904,38
905,76
906,64
907,64
908,76
909,62
910,26
911,62
912,22
913,43
914,77
915,47
916,38
917,36
918,22
919,76
920,77
921,9
922,38
923,48
924,38
925,62
926,38
927,45
928,25
929,45
930,19
931,67
932,27
933,46
934,54
935,55
936,22
937,22
938,68
939,57
940,65
941,62
942,38
943,47
944,19
945,38
946,22
947,42
948,38
949,36
950,66
951,38
952,6
953,36
954,55
955,52
956,38
957,64
958,62
959,26
960,23
961,62
962,76
963,62
964,46
965,38
966,48
967,26
968,36
969,38
970,22
971,38
972,31
973,48
974,4
975,38
976,76
977,32
978,22
979,15
980,36
981,38
982,77
983,26
984,68
985,38
986,62
987,13
988,38
989,9
990,66
991,2
992,22
993,68
994,68
995,62
996,33
997,38
998,58
999,36
1000,14
1001,39
1002,23
1003,46
1004,38
1005,38
1006,53
1007,36
1008,41
1009,22
1010,38
1011,55
1012,38
1013,74
1014,45
1015,76
1016,61
1017,38
1018,38
1019,58
1020,22
1021,20
1022,38
1023,36
1024,64
1025,25
1026,76
1027,56
1028,73
1029,48
1030,38
1031,62
1032,38
1033,63
1034,68
1035,36
1036,45
1037,66
1038,38
1039,63
1040,28
1041,21
1042,36
1043,12
1044,76
1045,58
1046,38
1047,38
1048,6
1049,34
1050,52
1051,24
1052,64
1053,18
1054,22
1055,5
1056,59
1057,62
1058,63
1059,38
1060,72
1061,38
1062,62
1063,34
1064,34
1065,62
1066,29
1067,17
1068,2
1069,46
1070,43
1071,30
1072,37
1073,17
1074,62
1075,38
1076,38
1077,38
1078,64
1079,26
1080,62
1081,62
1082,20
1083,44
1084,63
1085,38
1086,38
1087,8
1088,62
1089,38
1090,38
1091,10
1092,38
1093,38
1094,38
1095,38
1096,3
1097,38
1098,62
1099,68
1100,9
1101,38
1102,41
1103,70
1104,68
1105,9
1106,57
1107,55
1108,64
1109,61
1110,30
1111,38
1112,38
1113,47
1114,38
1115,76
1116,68
1117,22
1118,54
1119,38
1120,65
1121,30
1122,68
1123,23
1124,43
1125,38
1126,22
1127,36
1128,68
1129,49
1130,36
1131,38
1132,35
1133,30
1134,38
1135,38
1136,64
1137,57
1138,71
1139,62
1140,38
1141,38
1142,41
1143,38
1144,38
1145,64
1146,23
1147,62
1148,38
1149,50
1150,32
1151,12
1152,48
1153,38
1154,0
1155,45
1156,63
1157,35
1158,39
1159,39
1160,38
1161,36
1162,36
1163,44
1164,62
1165,40
1166,29
1167,61
1168,68
1169,38
1170,23
1171,68
1172,62
1173,18
1174,64
1175,38
1176,38
1177,9
1178,64
1179,15
1180,34
1181,36
1182,32
1183,41
1184,58
1185,9
1186,13
1187,38
1188,36
1189,36
1190,76
1191,64
1192,55
1193,57
1194,28
1195,76
1196,26
1197,38
1198,23
1199,73
1200,35
1201,47
1202,6
1203,38
1204,68
1205,29
1206,58
1207,5
1208,76
1209,70
1210,57
1211,73
1212,38
1213,10
1214,71
1215,54
1216,76
1217,66
1218,34
1219,38
1220,38
1221,40
1222,58
1223,76
1224,55
1225,63
1226,31
1227,76
1228,62
1229,70
1230,38
1231,64
1232,7
1233,38
1234,23
1235,36
1236,36
1237,66
1238,38
1239,58
1240,62
1241,15
1242,38
1243,64
1244,51
1245,77
1246,61
1247,38
1248,11
1249,61
1250,3
1251,22
1252,75
1253,38
1254,55
1255,51
1256,2
1257,62
1258,62
1259,39
1260,38
1261,38
1262,55
1263,36
1264,38
1265,62
1266,38
1267,58
1268,22
1269,62
1270,38
1271,58
1272,38
1273,38
1274,59
1275,38
1276,71
1277,36
1278,58
1279,62
1280,33
1281,68
1282,64
1283,13
1284,36
1285,33
1286,62
1287,36
1288,38
1289,13
1290,51
1291,8
1292,38
1293,36
1294,26
1295,38
1296,6
1297,38
1298,13
1299,41
1300,75
1301,67
1302,22
1303,72
1304,62
1305,68
1306,76
1307,59
1308,36
1309,38
1310,53
1311,9
1312,11
1313,61
1314,38
1315,75
1316,18
1317,63
1318,68
1319,38
1320,66
1321,63
1322,28
1323,23
1324,68
1325,46
1326,22
1327,69
1328,36
1329,68
1330,54
1331,38
1332,24
1333,62
1334,6
1335,35
1336,76
1337,74
1338,69
1339,38
1340,38
1341,76
1342,65
1343,12
1344,65
1345,62
1346,46
1347,9
1348,35
1349,38
1350,22
1351,73
1352,63
1353,45
1354,36
1355,50
1356,56
1357,63
1358,48
1359,39
1360,38
1361,72
1362,68
1363,38
1364,12
1365,35
1366,36
1367,48
1368,39
1369,75
1370,76
1371,36
1372,38
1373,64
1374,70
1375,2
1376,38
1377,36
1378,39
1379,25
1380,62
1381,52
1382,62
1383,38
1384,65
1385,43
1386,38
1387,38
1388,38
1389,38
1390,76
1391,38
1392,38
1393,58
1394,76
1395,38
1396,62
1397,43
1398,58
1399,25
1400,54
1401,36
1402,62
1403,22
1404,8
1405,38
1406,26
1407,67
1408,34
1409,37
1410,68
1411,38
1412,38
1413,36
1414,39
1415,57
1416,52
1417,54
1418,17
1419,38
1420,55
1421,61
1422,45
1423,38
1424,55
1425,73
1426,38
1427,38
1428,35
1429,36
1430,36
1431,8
1432,31
1433,77
1434,38
1435,38
1436,63
1437,31
1438,38
1439,25
1440,48
1441,38
1442,58
1443,64
1444,33
1445,38
1446,11
1447,38
1448,53
1449,68
1450,36
1451,64
1452,38
1453,62
1454,15
1455,35
1456,46
1457,62
1458,45
1459,38
1460,38
1461,38
1462,1
1463,35
1464,38
1465,45
1466,64
1467,31
1468,61
1469,38
1470,38
1471,33
1472,25
1473,39
1474,38
1475,68
1476,36
1477,68
1478,62
1479,35
1480,8
1481,16
1482,38
1483,67
1484,64
1485,76
1486,26
1487,72
1488,64
1489,3
1490,27
1491,62
1492,36
1493,75
1494,33
1495,16
1496,68
1497,38
1498,53
1499,38
1500,6
1501,76
1502,64
1503,62
1504,11
1505,64
1506,62
1507,39
1508,58
1509,25
1510,10
1511,68
1512,38
1513,68
1514,20
1515,1
1516,62
1517,42
1518,51
1519,38
1520,38
1521,38
1522,33
1523,60
1524,62
1525,63
1526,9
1527,38
1528,68
1529,38
1530,36
1531,22
1532,38
1533,29
1534,38
1535,64
1536,38
1537,68
1538,76
1539,61
1540,39
1541,36
1542,76
1543,38
1544,68
1545,59
1546,75
1547,23
1548,10
1549,63
1550,23
1551,68
1552,60
1553,76
1554,68
1555,3
1556,38
1557,76
1558,20
1559,38
1560,15
1561,36
1562,38
1563,65
1564,36
1565,62
1566,66
1567,66
1568,9
1569,62
1570,76
1571,74
1572,64
1573,60
1574,54
1575,38
1576,54
1577,68
1578,38
1579,38
1580,64
1581,31
1582,17
1583,38
1584,38
1585,21
1586,62
1587,38
1588,52
1589,36
1590,63
1591,38
1592,9
1593,65
1594,24
1595,76
1596,62
1597,6
1598,38
1599,58
1600,38
1601,67
1602,31
1603,38
1604,38
1605,45
1606,76
1607,43
1608,48
1609,38
1610,22
1611,36
1612,38
1613,38
1614,29
1615,38
1616,60
1617,38
1618,64
1619,15
1620,38
1621,36
1622,7
1623,50
1624,59
1625,45
1626,38
1627,44
1628,68
1629,36
1630,10
1631,31
1632,49
1633,62
1634,15
1635,16
1636,62
1637,38
1638,2
1639,35
1640,26
1641,71
1642,38
1643,45
1644,70
1645,75
1646,36
1647,50
1648,69
1649,38
1650,68
1651,76
1652,4
1653,37
1654,66
1655,13
1656,1
1657,38
1658,36
1659,38
1660,38
1661,6
1662,6
1663,36
1664,10
1665,15
1666,42
1667,45
1668,38
1669,36
1670,22
1671,64
1672,21
1673,16
1674,53
1675,33
1676,64
1677,22
1678,38
1679,36
1680,38
1681,38
1682,38
1683,58
1684,69
1685,26
1686,39
1687,38
1688,18
1689,52
1690,75
1691,62
1692,58
1693,38
1694,12
1695,38
1696,38
1697,58
1698,15
1699,36
1700,62
1701,38
1702,17
1703,65
1704,56
1705,38
1706,63
1707,6
1708,1
1709,25
1710,63
1711,38
1712,38
1713,62
1714,38
1715,38
1716,5
1717,38
1718,38
1719,38
1720,64
1721,38
1722,55
1723,26
1724,76
1725,13
1726,28
1727,64
1728,62
1729,55
1730,76
1731,38
1732,16
1733,72
1734,36
1735,16
1736,50
1737,64
1738,7
1739,42
1740,74
1741,60
1742,38
1743,6
1744,38
1745,72
1746,9
1747,38
1748,38
1749,38
1750,68
1751,20
1752,18
1753,63
1754,30
1755,59
1756,27
1757,6
1758,22
1759,0
1760,38
1761,38
1762,54
1763,12
1764,38
1765,77
1766,63
1767,26
1768,38
1769,76
1770,72
1771,29
1772,76
1773,22
1774,71
1775,42
1776,58
1777,39
1778,27
1779,17
1780,38
1781,76
1782,22
1783,36
1784,36
1785,3
1786,27
1787,64
1788,25
1789,68
1790,52
1791,36
1792,38
1793,36
1794,38
1795,22
1796,38
1797,35
1798,35
1799,48
1800,38
1801,17
1802,66
1803,40
1804,65
1805,52
1806,38
1807,46
1808,56
1809,63
1810,49
1811,46
1812,62
1813,36
1814,26
1815,50
1816,38
1817,38
1818,68
1819,45
1820,57
1821,38
1822,33
1823,38
1824,25
1825,64
1826,18
1827,77
1828,36
1829,70
1830,38
1831,68
1832,24
1833,45
1834,53
1835,76
1836,69
1837,36
1838,38
1839,38
1840,38
1841,76
1842,76
1843,38
1844,38
1845,68
1846,18
1847,70
1848,34
1849,57
1850,62
1851,51
1852,38
1853,12
1854,38
1855,1
1856,50
1857,22
1858,38
1859,40
1860,54
1861,18
1862,56
1863,6
1864,19
1865,40
1866,65
1867,3
1868,38
1869,38
1870,70
1871,62
1872,58
1873,68
1874,59
1875,76
1876,36
1877,64
1878,19
1879,41
1880,62
1881,38
1882,54
1883,68
1884,75
1885,38
1886,53
1887,38
1888,68
1889,12
1890,64
1891,54
1892,39
1893,10
1894,38
1895,43
1896,55
1897,36
1898,1
1899,53
1900,36
1901,67
1902,12
1903,38
1904,38
1905,38
1906,68
1907,64
1908,38
1909,36
1910,38
1911,63
1912,45
1913,9
1914,38
1915,38
1916,38
1917,3
1918,17
1919,31
1920,36
1921,61
1922,38
1923,61
1924,12
1925,36
1926,58
1927,32
1928,38
1929,38
1930,16
1931,40
1932,73
1933,43
1934,58
1935,38
1936,68
1937,36
1938,63
1939,38
1940,52
1941,76
1942,64
1943,10
1944,38
1945,19
1946,29
1947,14
1948,36
1949,62
1950,58
1951,36
1952,31
1953,43
1954,6
1955,38
1956,55
1957,66
1958,60
1959,1
1960,48
1961,63
1962,38
1963,38
1964,63
1965,10
1966,61
1967,38
1968,62
1969,20
1970,41
1971,42
1972,45
1973,67
1974,38
1975,30
1976,56
1977,62
1978,30
1979,36
1980,50
1981,38
1982,38
1983,38
1984,62
1985,58
1986,61
1987,38
1988,38
1989,38
1990,76
1991,31
1992,38
1993,13
1994,12
1995,36
1996,60
1997,10
1998,5
1999,46
2000,38
2001,25
2002,37
2003,62
2004,31
2005,76
2006,76
2007,38
2008,63
2009,67
2010,68
2011,62
2012,38
2013,22
2014,63
2015,74
2016,36
2017,1
2018,58
2019,45
2020,20
2021,5
2022,38
2023,48
2024,38
2025,28
2026,62
2027,38
2028,62
2029,14
2030,36
2031,29
2032,38
2033,55
2034,72
2035,55
2036,43
2037,2
2038,16
2039,68
2040,24
2041,38
2042,11
2043,38
2044,54
2045,39
2046,22
2047,64
2048,44
2049,38
2050,38
2051,17
2052,42
2053,64
2054,38
2055,38
2056,31
2057,38
2058,31
2059,38
2060,73
2061,38
2062,76
2063,65
2064,46
2065,68
2066,64
2067,76
2068,20
2069,38
2070,42
2071,38
2072,0
2073,38
2074,68
2075,38
2076,39
2077,14
2078,38
2079,38
2080,58
2081,36
2082,38
2083,22
2084,68
2085,63
2086,7
2087,48
2088,48
2089,31
2090,22
2091,38
2092,7
2093,64
2094,19
2095,64
2096,33
2097,69
2098,63
2099,21
2100,57
2101,45
2102,54
2103,36
2104,38
2105,38
2106,36
2107,38
2108,26
2109,68
2110,38
2111,6
2112,45
2113,38
2114,48
2115,38
2116,36
2117,76
2118,38
2119,59
2120,9
2121,70
2122,52
2123,38
2124,38
2125,59
2126,41
2127,64
2128,68
2129,36
2130,52
2131,38
2132,6
2133,43
2134,38
2135,11
2136,74
2137,62
2138,11
2139,68
2140,54
2141,38
2142,29
2143,38
2144,16
2145,50
2146,3
2147,38
2148,23
2149,54
2150,68
2151,63
2152,38
2153,54
2154,40
2155,0
2156,14
2157,38
2158,45
2159,59
2160,39
2161,35
2162,29
2163,64
2164,56
2165,36
2166,36
2167,38
2168,31
2169,9
2170,63
2171,51
2172,38
2173,77
2174,3
2175,36
2176,15
2177,38
2178,68
2179,36
2180,22
2181,38
2182,68
2183,13
2184,39
2185,48
2186,38
2187,38
2188,57
2189,76
2190,38
2191,38
2192,38
2193,35
2194,0
2195,40
2196,60
2197,38
2198,3
2199,24
2200,14
2201,39
2202,38
2203,26
2204,26
2205,38
2206,67
2207,58
2208,48
2209,27
2210,15
2211,38
2212,38
2213,58
2214,38
2215,38
2216,38
2217,38
2218,36
2219,36
2220,22
2221,52
2222,11
2223,38
2224,42
2225,40
2226,3
2227,38
2228,25
2229,61
2230,38
2231,38
2232,38
2233,70
2234,36
2235,68
2236,38
2237,42
2238,62
2239,76
2240,38
2241,38
2242,35
2243,58
2244,36
2245,60
2246,62
2247,36
2248,64
2249,76
2250,58
2251,22
2252,31
2253,56
2254,46
2255,44
2256,41
2257,66
2258,12
2259,68
2260,38
2261,38
2262,38
2263,1
2264,23
2265,38
2266,1
2267,36
2268,18
2269,54
2270,67
2271,36
2272,68
2273,22
2274,55
2275,38
2276,73
2277,71
2278,24
2279,38
2280,36
2281,38
2282,22
2283,22
2284,24
2285,46
2286,51
2287,71
2288,31
2289,15
2290,64
2291,36
2292,13
2293,76
2294,39
2295,36
2296,13
2297,38
2298,76
2299,55
2300,36
2301,54
2302,6
2303,56
2304,25
2305,38
2306,76
2307,22
2308,38
2309,75
2310,43
2311,76
2312,38
2313,57
2314,58
2315,68
2316,38
2317,62
2318,22
2319,38
2320,31
2321,68
2322,62
2323,64
2324,31
2325,62
2326,60
2327,37
2328,36
2329,27
2330,22
2331,13
2332,76
2333,69
2334,7
2335,31
2336,42
2337,36
2338,31
2339,66
2340,55
2341,26
2342,38
2343,22
2344,42
2345,22
2346,64
2347,17
2348,29
2349,38
2350,38
2351,20
2352,38
2353,16
2354,38
2355,68
2356,22
2357,36
2358,22
2359,36
2360,38
2361,36
2362,11
2363,46
2364,33
2365,38
2366,38
2367,20
2368,68
2369,38
2370,63
2371,38
2372,38
2373,38
2374,63
2375,68
2376,31
2377,38
2378,38
2379,20
2380,22
2381,37
2382,59
2383,26
2384,62
2385,28
2386,48
2387,76
2388,38
2389,38
2390,71
2391,59
2392,38
2393,76
2394,77
2395,76
2396,59
2397,64
2398,48
2399,62
2400,64
2401,55
2402,38
2403,62
2404,5
2405,15
2406,58
2407,36
2408,37
2409,38
2410,38
2411,76
2412,76
2413,38
2414,38
2415,38
2416,36
2417,38
2418,76
2419,38
2420,38
2421,69
2422,38
2423,51
2424,38
2425,38
2426,38
2427,68
2428,68
2429,63
2430,38
2431,45
2432,20
2433,38
2434,40
2435,36
2436,56
2437,76
2438,31
2439,25
2440,62
2441,38
2442,48
2443,76
2444,76
2445,52
2446,38
2447,77
2448,38
2449,55
2450,38
2451,77
2452,64
2453,38
2454,77
2455,66
2456,16
2457,38
2458,67
2459,38
2460,38
2461,43
2462,61
2463,38
2464,38
2465,38
2466,38
2467,38
2468,2
2469,20
2470,14
2471,64
2472,73
2473,56
2474,71
2475,62
2476,7
2477,31
2478,13
2479,64
2480,62
2481,22
2482,55
2483,36
2484,31
2485,76
2486,38
2487,58
2488,40
2489,11
2490,64
2491,36
2492,18
2493,44
2494,35
2495,68
2496,8
2497,65
2498,31
2499,38
2500,64
2501,36
2502,38
2503,62
2504,38
2505,38
2506,38
2507,31
2508,38
2509,76
2510,38
2511,55
2512,53
2513,38
2514,35
2515,72
2516,38
2517,65
2518,26
2519,59
2520,15
2521,22
2522,38
2523,38
2524,38
2525,38
2526,42
2527,77
2528,38
2529,36
2530,38
2531,65
2532,62
2533,38
2534,31
2535,19
2536,76
2537,38
2538,75
2539,0
2540,38
2541,16
2542,38
2543,38
2544,76
2545,68
2546,62
2547,70
2548,31
2549,36
2550,76
2551,22
2552,26
2553,21
2554,36
2555,38
2556,76
2557,6
2558,62
2559,62
2560,36
2561,38
2562,12
2563,38
2564,20
2565,38
2566,76
2567,77
2568,56
2569,17
2570,72
2571,58
2572,14
2573,37
2574,73
2575,31
2576,68
2577,39
2578,38
2579,45
2580,18
2581,36
2582,16
2583,65
2584,6
2585,67
2586,64
2587,17
2588,60
2589,0
2590,38
2591,38
2592,76
2593,76
2594,5
2595,54
2596,29
2597,38
2598,25
2599,36
2600,64
2601,67
2602,62
2603,38
2604,29
2605,12
2606,38
2607,48
2608,36
2609,5
2610,38
2611,58
2612,73
2613,6
2614,29
2615,36
2616,38
2617,46
2618,31
2619,38
2620,56
2621,38
2622,26
2623,38
2624,20
2625,56
2626,52
2627,17
2628,38
2629,35
2630,13
2631,45
2632,28
2633,35
2634,38
2635,15
2636,36
2637,39
2638,58
2639,46
2640,50
2641,38
2642,38
2643,76
2644,76
2645,38
2646,62
2647,37
2648,22
2649,8
2650,48
2651,15
2652,60
2653,47
2654,5
2655,59
2656,76
2657,55
2658,14
2659,38
2660,36
2661,38
2662,43
2663,1
2664,33
2665,38
2666,38
2667,8
2668,36
2669,22
2670,36
2671,68
2672,43
2673,46
2674,64
2675,64
2676,38
2677,38
2678,38
2679,55
2680,36
2681,61
2682,58
2683,76
2684,48
2685,38
2686,22
2687,38
2688,36
2689,68
2690,68
2691,9
2692,38
2693,62
2694,72
2695,34
2696,43
2697,36
2698,35
2699,63
2700,58
2701,38
2702,38
2703,38
2704,1
2705,38
2706,62
2707,0
2708,38
2709,15
2710,63
2711,38
2712,19
2713,76
2714,36
2715,22
2716,47
2717,38
2718,54
2719,41
2720,15
2721,22
2722,20
2723,6
2724,21
2725,38
2726,38
2727,22
2728,38
2729,65
2730,73
2731,36
2732,57
2733,60
2734,55
2735,64
2736,38
2737,63
2738,9
2739,68
2740,76
2741,62
2742,38
2743,38
2744,53
2745,76
2746,40
2747,1
2748,71
2749,46
2750,38
2751,63
2752,37
2753,38
2754,38
2755,31
2756,38
2757,18
2758,38
2759,34
2760,38
2761,55
2762,38
2763,15
2764,25
2765,38
2766,28
2767,5
2768,32
2769,54
2770,50
2771,38
2772,52
2773,45
2774,29
2775,67
2776,58
2777,14
2778,39
2779,44
2780,38
2781,67
2782,62
2783,76
2784,76
2785,62
2786,38
2787,38
2788,24
2789,58
2790,58
2791,44
2792,0
2793,38
2794,62
2795,36
2796,38
2797,36
2798,55
2799,45
2800,58
2801,64
2802,76
2803,77
2804,36
2805,62
2806,30
2807,42
2808,69
2809,36
2810,38
2811,66
2812,58
2813,77
2814,67
2815,76
2816,72
2817,50
2818,12
2819,39
2820,1
2821,65
2822,68
2823,76
2824,23
2825,36
2826,22
2827,38
2828,68
2829,39
2830,45
2831,38
2832,62
2833,67
2834,76
2835,9
2836,38
2837,48
2838,39
2839,68
2840,38
2841,3
2842,58
2843,61
2844,55
2845,38
2846,76
2847,35
2848,38
2849,57
2850,52
2851,58
2852,37
2853,22
2854,6
2855,38
2856,62
2857,38
2858,38
2859,36
2860,19
2861,45
2862,38
2863,62
2864,38
2865,66
2866,54
2867,62
2868,38
2869,17
2870,35
2871,62
2872,26
2873,57
2874,35
2875,44
2876,59
2877,38
2878,36
2879,9
2880,38
2881,4
2882,31
2883,30
2884,38
2885,38
2886,38
2887,54
2888,68
2889,38
2890,26
2891,38
2892,63
2893,38
2894,68
2895,38
2896,50
2897,36
2898,66
2899,38
2900,64
2901,38
2902,38
2903,38
2904,36
2905,76
2906,22
2907,33
2908,29
2909,24
2910,31
2911,15
2912,39
2913,76
2914,15
2915,38
2916,36
2917,36
2918,38
2919,36
2920,22
2921,48
2922,40
2923,38
2924,68
2925,38
2926,54
2927,4
2928,25
2929,43
2930,48
2931,76
2932,36
2933,38
2934,15
2935,1
2936,3
2937,59
2938,60
2939,38
2940,38
2941,38
2942,68
2943,36
2944,62
2945,77
2946,26
2947,29
2948,4
2949,36
2950,70
2951,34
2952,13
2953,53
2954,40
2955,68
2956,54
2957,35
2958,38
2959,6
2960,64
2961,68
2962,38
2963,2
2964,38
2965,1
2966,5
2967,38
2968,22
2969,48
2970,7
2971,77
2972,40
2973,62
2974,9
2975,70
2976,64
2977,4
2978,2
2979,66
2980,31
2981,62
2982,64
2983,76
2984,49
2985,13
2986,43
2987,36
2988,38
2989,46
2990,14
2991,55
2992,3
2993,19
2994,76
2995,68
2996,36
2997,62
