Id,Category
868,67
869,48
870,8
871,39
872,60
873,32
874,18
875,60
876,8
877,6
878,46
879,18
880,22
881,62
882,9
883,15
884,63
885,17
886,67
887,62
888,67
889,15
890,53
891,25
892,36
893,22
894,8
895,40
896,18
897,18
898,15
899,18
900,42
901,59
902,22
903,54
904,18
905,22
906,64
907,6
908,22
909,62
910,26
911,58
912,22
913,43
914,25
915,47
916,18
917,18
918,7
919,76
920,77
921,16
922,18
923,76
924,18
925,50
926,18
927,22
928,66
929,45
930,7
931,67
932,27
933,46
934,54
935,52
936,6
937,7
938,11
939,57
940,65
941,62
942,18
943,40
944,9
945,18
946,25
947,42
948,18
949,18
950,66
951,18
952,6
953,18
954,22
955,9
956,18
957,33
958,71
959,23
960,23
961,62
962,7
963,63
964,62
965,18
966,55
967,22
968,32
969,18
970,16
971,18
972,31
973,48
974,4
975,18
976,22
977,32
978,22
979,26
980,31
981,18
982,77
983,26
984,68
985,18
986,71
987,13
988,38
989,20
990,41
991,2
992,31
993,68
994,68
995,67
996,33
997,57
998,6
999,36
1000,14
1001,39
1002,63
1003,67
1004,8
1005,8
1006,53
1007,18
1008,41
1009,6
1010,18
1011,55
1012,18
1013,74
1014,33
1015,22
1016,61
1017,36
1018,18
1019,22
1020,15
1021,20
1022,8
1023,18
1024,64
1025,25
1026,22
1027,50
1028,73
1029,25
1030,18
1031,60
1032,18
1033,63
1034,66
1035,28
1036,45
1037,66
1038,18
1039,28
1040,28
1041,60
1042,4
1043,12
1044,22
1045,48
1046,18
1047,18
1048,22
1049,34
1050,45
1051,63
1052,61
1053,18
1054,22
1055,5
1056,64
1057,71
1058,63
1059,18
1060,22
1061,18
1062,71
1063,18
1064,34
1065,67
1066,31
1067,17
1068,2
1069,57
1070,43
1071,30
1072,37
1073,17
1074,67
1075,18
1076,8
1077,18
1078,50
1079,29
1080,67
1081,67
1082,20
1083,44
1084,31
1085,18
1086,18
1087,8
1088,76
1089,18
1090,18
1091,10
1092,18
1093,18
1094,8
1095,18
1096,3
1097,18
1098,62
1099,62
1100,32
1101,18
1102,42
1103,70
1104,39
1105,9
1106,57
1107,6
1108,6
1109,71
1110,30
1111,18
1112,8
1113,47
1114,55
1115,7
1116,63
1117,22
1118,54
1119,18
1120,15
1121,30
1122,62
1123,32
1124,43
1125,8
1126,71
1127,18
1128,60
1129,49
1130,8
1131,8
1132,18
1133,33
1134,18
1135,18
1136,22
1137,57
1138,49
1139,62
1140,18
1141,18
1142,41
1143,8
1144,18
1145,6
1146,23
1147,42
1148,38
1149,50
1150,2
1151,6
1152,74
1153,18
1154,4
1155,43
1156,15
1157,18
1158,68
1159,4
1160,38
1161,18
1162,8
1163,44
1164,43
1165,40
1166,29
1167,62
1168,62
1169,18
1170,23
1171,46
1172,51
1173,18
1174,6
1175,18
1176,18
1177,9
1178,15
1179,15
1180,57
1181,18
1182,32
1183,41
1184,22
1185,9
1186,13
1187,18
1188,6
1189,18
1190,61
1191,64
1192,55
1193,49
1194,1
1195,15
1196,15
1197,18
1198,32
1199,73
1200,40
1201,8
1202,6
1203,18
1204,75
1205,29
1206,60
1207,1
1208,22
1209,70
1210,74
1211,73
1212,18
1213,10
1214,40
1215,54
1216,22
1217,25
1218,6
1219,18
1220,18
1221,40
1222,6
1223,15
1224,35
1225,63
1226,58
1227,76
1228,19
1229,68
1230,18
1231,71
1232,7
1233,18
1234,3
1235,18
1236,18
1237,66
1238,8
1239,58
1240,62
1241,28
1242,8
1243,33
1244,51
1245,77
1246,61
1247,18
1248,7
1249,61
1250,6
1251,22
1252,75
1253,8
1254,6
1255,51
1256,2
1257,62
1258,42
1259,39
1260,18
1261,18
1262,15
1263,8
1264,8
1265,42
1266,18
1267,15
1268,22
1269,68
1270,8
1271,15
1272,18
1273,18
1274,55
1275,18
1276,71
1277,18
1278,15
1279,63
1280,33
1281,68
1282,50
1283,32
1284,18
1285,6
1286,46
1287,18
1288,18
1289,22
1290,51
1291,8
1292,8
1293,18
1294,26
1295,18
1296,6
1297,18
1298,13
1299,55
1300,76
1301,63
1302,6
1303,72
1304,51
1305,40
1306,46
1307,59
1308,18
1309,18
1310,53
1311,9
1312,11
1313,45
1314,18
1315,75
1316,18
1317,67
1318,67
1319,18
1320,66
1321,39
1322,42
1323,23
1324,67
1325,40
1326,61
1327,69
1328,18
1329,67
1330,54
1331,18
1332,0
1333,71
1334,4
1335,18
1336,7
1337,74
1338,68
1339,18
1340,36
1341,22
1342,65
1343,12
1344,63
1345,71
1346,46
1347,7
1348,18
1349,8
1350,6
1351,73
1352,63
1353,7
1354,36
1355,62
1356,56
1357,63
1358,9
1359,63
1360,18
1361,72
1362,67
1363,18
1364,12
1365,18
1366,13
1367,48
1368,39
1369,75
1370,25
1371,42
1372,8
1373,6
1374,73
1375,2
1376,8
1377,8
1378,4
1379,25
1380,62
1381,55
1382,67
1383,18
1384,65
1385,43
1386,18
1387,18
1388,18
1389,18
1390,76
1391,18
1392,8
1393,15
1394,22
1395,8
1396,71
1397,43
1398,46
1399,25
1400,28
1401,18
1402,63
1403,22
1404,8
1405,8
1406,22
1407,67
1408,34
1409,37
1410,42
1411,18
1412,18
1413,18
1414,63
1415,57
1416,69
1417,54
1418,17
1419,18
1420,45
1421,61
1422,45
1423,77
1424,6
1425,45
1426,18
1427,18
1428,35
1429,18
1430,18
1431,8
1432,31
1433,77
1434,18
1435,18
1436,51
1437,62
1438,38
1439,25
1440,48
1441,18
1442,62
1443,64
1444,33
1445,18
1446,11
1447,8
1448,53
1449,54
1450,18
1451,46
1452,18
1453,63
1454,15
1455,35
1456,43
1457,62
1458,22
1459,8
1460,8
1461,38
1462,6
1463,8
1464,18
1465,15
1466,15
1467,22
1468,6
1469,8
1470,18
1471,6
1472,25
1473,39
1474,18
1475,68
1476,18
1477,50
1478,62
1479,35
1480,1
1481,16
1482,8
1483,67
1484,64
1485,15
1486,26
1487,44
1488,64
1489,3
1490,27
1491,62
1492,8
1493,60
1494,33
1495,27
1496,68
1497,18
1498,53
1499,18
1500,55
1501,46
1502,33
1503,23
1504,27
1505,60
1506,67
1507,39
1508,58
1509,25
1510,10
1511,51
1512,18
1513,58
1514,6
1515,1
1516,62
1517,42
1518,51
1519,8
1520,18
1521,18
1522,2
1523,22
1524,71
1525,63
1526,9
1527,18
1528,22
1529,18
1530,8
1531,22
1532,38
1533,29
1534,18
1535,6
1536,8
1537,67
1538,61
1539,22
1540,19
1541,8
1542,46
1543,8
1544,50
1545,59
1546,75
1547,23
1548,10
1549,28
1550,23
1551,62
1552,60
1553,22
1554,15
1555,3
1556,18
1557,36
1558,20
1559,18
1560,15
1561,12
1562,8
1563,48
1564,8
1565,62
1566,31
1567,66
1568,9
1569,67
1570,22
1571,74
1572,45
1573,4
1574,54
1575,18
1576,54
1577,62
1578,8
1579,18
1580,6
1581,31
1582,17
1583,18
1584,18
1585,21
1586,67
1587,18
1588,22
1589,18
1590,11
1591,18
1592,20
1593,65
1594,24
1595,76
1596,62
1597,6
1598,18
1599,32
1600,18
1601,76
1602,4
1603,18
1604,18
1605,32
1606,61
1607,68
1608,48
1609,18
1610,17
1611,18
1612,8
1613,8
1614,29
1615,18
1616,6
1617,18
1618,22
1619,15
1620,18
1621,18
1622,11
1623,11
1624,59
1625,45
1626,18
1627,42
1628,67
1629,65
1630,6
1631,6
1632,71
1633,67
1634,17
1635,5
1636,24
1637,38
1638,2
1639,8
1640,26
1641,45
1642,18
1643,45
1644,70
1645,54
1646,8
1647,50
1648,69
1649,18
1650,71
1651,22
1652,4
1653,37
1654,66
1655,13
1656,1
1657,18
1658,8
1659,18
1660,18
1661,6
1662,6
1663,8
1664,10
1665,6
1666,42
1667,6
1668,8
1669,8
1670,6
1671,6
1672,21
1673,2
1674,53
1675,6
1676,64
1677,6
1678,18
1679,18
1680,18
1681,18
1682,18
1683,55
1684,69
1685,26
1686,57
1687,8
1688,57
1689,52
1690,50
1691,71
1692,68
1693,18
1694,12
1695,18
1696,18
1697,7
1698,15
1699,18
1700,64
1701,18
1702,17
1703,65
1704,56
1705,18
1706,63
1707,6
1708,1
1709,76
1710,63
1711,18
1712,18
1713,76
1714,8
1715,18
1716,5
1717,18
1718,8
1719,18
1720,50
1721,18
1722,64
1723,8
1724,48
1725,13
1726,28
1727,15
1728,62
1729,15
1730,22
1731,18
1732,16
1733,72
1734,18
1735,16
1736,62
1737,15
1738,1
1739,42
1740,74
1741,60
1742,18
1743,6
1744,18
1745,72
1746,9
1747,18
1748,18
1749,18
1750,61
1751,20
1752,18
1753,63
1754,74
1755,59
1756,27
1757,6
1758,22
1759,12
1760,18
1761,8
1762,49
1763,10
1764,18
1765,6
1766,67
1767,26
1768,18
1769,76
1770,72
1771,32
1772,46
1773,22
1774,32
1775,55
1776,45
1777,39
1778,16
1779,17
1780,18
1781,22
1782,22
1783,18
1784,18
1785,3
1786,27
1787,64
1788,25
1789,40
1790,52
1791,18
1792,18
1793,18
1794,18
1795,1
1796,18
1797,18
1798,8
1799,49
1800,18
1801,61
1802,66
1803,40
1804,65
1805,22
1806,18
1807,46
1808,66
1809,63
1810,49
1811,46
1812,62
1813,18
1814,26
1815,15
1816,18
1817,8
1818,15
1819,6
1820,57
1821,18
1822,33
1823,18
1824,25
1825,61
1826,18
1827,74
1828,18
1829,70
1830,18
1831,68
1832,3
1833,45
1834,53
1835,76
1836,69
1837,8
1838,8
1839,18
1840,8
1841,58
1842,32
1843,18
1844,8
1845,67
1846,18
1847,73
1848,34
1849,57
1850,67
1851,51
1852,18
1853,12
1854,8
1855,1
1856,50
1857,17
1858,18
1859,6
1860,54
1861,18
1862,56
1863,6
1864,19
1865,40
1866,63
1867,3
1868,18
1869,18
1870,64
1871,71
1872,58
1873,67
1874,59
1875,22
1876,8
1877,67
1878,19
1879,45
1880,32
1881,18
1882,69
1883,62
1884,75
1885,18
1886,53
1887,18
1888,71
1889,12
1890,7
1891,62
1892,39
1893,12
1894,18
1895,40
1896,55
1897,18
1898,1
1899,53
1900,18
1901,67
1902,14
1903,8
1904,18
1905,18
1906,68
1907,20
1908,18
1909,8
1910,18
1911,51
1912,45
1913,48
1914,18
1915,8
1916,18
1917,3
1918,16
1919,22
1920,8
1921,61
1922,18
1923,6
1924,12
1925,18
1926,22
1927,32
1928,18
1929,18
1930,27
1931,40
1932,73
1933,43
1934,58
1935,18
1936,64
1937,18
1938,0
1939,18
1940,52
1941,71
1942,64
1943,10
1944,18
1945,0
1946,33
1947,15
1948,18
1949,67
1950,62
1951,8
1952,31
1953,45
1954,6
1955,8
1956,6
1957,66
1958,67
1959,6
1960,45
1961,63
1962,18
1963,18
1964,63
1965,10
1966,61
1967,8
1968,67
1969,22
1970,41
1971,42
1972,22
1973,67
1974,18
1975,30
1976,56
1977,62
1978,30
1979,18
1980,61
1981,18
1982,18
1983,18
1984,62
1985,58
1986,61
1987,8
1988,18
1989,18
1990,22
1991,31
1992,8
1993,13
1994,1
1995,18
1996,60
1997,10
1998,66
1999,71
2000,18
2001,25
2002,37
2003,62
2004,31
2005,61
2006,22
2007,18
2008,63
2009,67
2010,68
2011,67
2012,18
2013,6
2014,63
2015,74
2016,8
2017,1
2018,64
2019,45
2020,20
2021,5
2022,18
2023,48
2024,18
2025,28
2026,63
2027,18
2028,67
2029,20
2030,6
2031,14
2032,18
2033,6
2034,72
2035,22
2036,43
2037,2
2038,27
2039,62
2040,24
2041,18
2042,11
2043,18
2044,54
2045,0
2046,6
2047,64
2048,44
2049,18
2050,18
2051,17
2052,55
2053,45
2054,8
2055,18
2056,22
2057,18
2058,22
2059,18
2060,74
2061,18
2062,76
2063,65
2064,15
2065,68
2066,6
2067,22
2068,20
2069,18
2070,42
2071,18
2072,0
2073,8
2074,68
2075,18
2076,68
2077,14
2078,18
2079,18
2080,58
2081,18
2082,18
2083,6
2084,62
2085,67
2086,7
2087,48
2088,37
2089,26
2090,22
2091,8
2092,4
2093,64
2094,19
2095,6
2096,22
2097,48
2098,49
2099,21
2100,57
2101,51
2102,67
2103,8
2104,18
2105,18
2106,18
2107,8
2108,26
2109,68
2110,18
2111,6
2112,45
2113,18
2114,48
2115,18
2116,13
2117,22
2118,18
2119,59
2120,9
2121,70
2122,52
2123,8
2124,38
2125,59
2126,52
2127,50
2128,46
2129,8
2130,52
2131,18
2132,22
2133,43
2134,18
2135,7
2136,74
2137,62
2138,62
2139,46
2140,54
2141,18
2142,29
2143,18
2144,16
2145,61
2146,3
2147,18
2148,23
2149,54
2150,68
2151,63
2152,8
2153,62
2154,40
2155,0
2156,6
2157,18
2158,45
2159,55
2160,36
2161,8
2162,71
2163,22
2164,56
2165,18
2166,18
2167,18
2168,6
2169,20
2170,63
2171,51
2172,8
2173,38
2174,3
2175,15
2176,6
2177,18
2178,62
2179,36
2180,40
2181,18
2182,76
2183,13
2184,39
2185,74
2186,18
2187,18
2188,57
2189,7
2190,18
2191,8
2192,18
2193,35
2194,0
2195,40
2196,22
2197,18
2198,3
2199,24
2200,14
2201,51
2202,18
2203,26
2204,26
2205,18
2206,67
2207,58
2208,48
2209,27
2210,25
2211,18
2212,8
2213,22
2214,8
2215,18
2216,8
2217,18
2218,6
2219,18
2220,6
2221,22
2222,15
2223,18
2224,42
2225,40
2226,3
2227,8
2228,66
2229,22
2230,8
2231,18
2232,8
2233,70
2234,36
2235,58
2236,18
2237,15
2238,32
2239,46
2240,18
2241,18
2242,18
2243,58
2244,18
2245,6
2246,71
2247,18
2248,46
2249,61
2250,22
2251,6
2252,22
2253,42
2254,40
2255,44
2256,41
2257,66
2258,12
2259,62
2260,18
2261,8
2262,77
2263,1
2264,23
2265,18
2266,6
2267,18
2268,18
2269,49
2270,67
2271,22
2272,68
2273,6
2274,45
2275,18
2276,73
2277,71
2278,0
2279,18
2280,18
2281,18
2282,22
2283,22
2284,63
2285,46
2286,51
2287,45
2288,22
2289,4
2290,54
2291,18
2292,13
2293,22
2294,63
2295,36
2296,13
2297,18
2298,22
2299,32
2300,8
2301,49
2302,6
2303,64
2304,25
2305,8
2306,61
2307,6
2308,18
2309,75
2310,43
2311,6
2312,18
2313,57
2314,58
2315,46
2316,8
2317,45
2318,6
2319,8
2320,6
2321,63
2322,62
2323,6
2324,4
2325,62
2326,31
2327,37
2328,18
2329,55
2330,22
2331,13
2332,22
2333,69
2334,7
2335,31
2336,42
2337,8
2338,31
2339,66
2340,22
2341,26
2342,18
2343,22
2344,42
2345,22
2346,15
2347,1
2348,29
2349,8
2350,8
2351,20
2352,18
2353,16
2354,8
2355,51
2356,22
2357,22
2358,6
2359,18
2360,38
2361,28
2362,11
2363,46
2364,33
2365,8
2366,18
2367,20
2368,46
2369,18
2370,63
2371,8
2372,18
2373,18
2374,63
2375,54
2376,22
2377,18
2378,8
2379,20
2380,22
2381,37
2382,48
2383,31
2384,62
2385,32
2386,52
2387,22
2388,8
2389,18
2390,40
2391,59
2392,8
2393,61
2394,45
2395,71
2396,59
2397,45
2398,59
2399,62
2400,15
2401,6
2402,8
2403,76
2404,5
2405,15
2406,58
2407,18
2408,37
2409,18
2410,18
2411,15
2412,76
2413,18
2414,8
2415,18
2416,18
2417,18
2418,7
2419,8
2420,18
2421,69
2422,18
2423,51
2424,18
2425,8
2426,8
2427,68
2428,67
2429,63
2430,18
2431,22
2432,20
2433,18
2434,67
2435,8
2436,61
2437,22
2438,32
2439,25
2440,43
2441,18
2442,74
2443,31
2444,22
2445,52
2446,18
2447,77
2448,18
2449,55
2450,18
2451,77
2452,6
2453,18
2454,60
2455,66
2456,16
2457,18
2458,67
2459,18
2460,8
2461,43
2462,61
2463,18
2464,18
2465,18
2466,18
2467,8
2468,2
2469,20
2470,14
2471,15
2472,73
2473,56
2474,71
2475,62
2476,7
2477,15
2478,31
2479,6
2480,62
2481,22
2482,33
2483,18
2484,31
2485,15
2486,8
2487,58
2488,22
2489,11
2490,22
2491,31
2492,18
2493,44
2494,18
2495,11
2496,47
2497,65
2498,1
2499,8
2500,6
2501,18
2502,18
2503,51
2504,18
2505,18
2506,18
2507,22
2508,18
2509,22
2510,18
2511,52
2512,53
2513,18
2514,18
2515,72
2516,18
2517,53
2518,26
2519,59
2520,15
2521,15
2522,18
2523,18
2524,18
2525,18
2526,42
2527,77
2528,18
2529,8
2530,18
2531,65
2532,62
2533,18
2534,67
2535,22
2536,6
2537,18
2538,75
2539,0
2540,8
2541,35
2542,18
2543,8
2544,61
2545,63
2546,71
2547,31
2548,4
2549,18
2550,22
2551,22
2552,31
2553,44
2554,73
2555,18
2556,22
2557,6
2558,67
2559,62
2560,18
2561,18
2562,12
2563,18
2564,20
2565,18
2566,36
2567,77
2568,56
2569,17
2570,52
2571,58
2572,14
2573,37
2574,74
2575,15
2576,63
2577,39
2578,35
2579,20
2580,18
2581,18
2582,27
2583,65
2584,4
2585,67
2586,6
2587,17
2588,67
2589,0
2590,18
2591,18
2592,22
2593,37
2594,5
2595,54
2596,29
2597,18
2598,25
2599,18
2600,6
2601,15
2602,62
2603,18
2604,26
2605,12
2606,8
2607,48
2608,18
2609,5
2610,8
2611,58
2612,34
2613,45
2614,29
2615,22
2616,8
2617,46
2618,15
2619,18
2620,56
2621,8
2622,26
2623,18
2624,20
2625,56
2626,52
2627,17
2628,18
2629,8
2630,13
2631,45
2632,28
2633,73
2634,18
2635,12
2636,18
2637,51
2638,22
2639,46
2640,64
2641,18
2642,18
2643,43
2644,22
2645,18
2646,62
2647,37
2648,22
2649,8
2650,48
2651,15
2652,6
2653,47
2654,5
2655,48
2656,66
2657,55
2658,14
2659,18
2660,8
2661,8
2662,43
2663,1
2664,3
2665,18
2666,18
2667,8
2668,8
2669,26
2670,18
2671,67
2672,43
2673,62
2674,15
2675,6
2676,8
2677,8
2678,18
2679,55
2680,18
2681,61
2682,45
2683,65
2684,48
2685,18
2686,22
2687,8
2688,18
2689,28
2690,62
2691,9
2692,18
2693,54
2694,72
2695,34
2696,43
2697,18
2698,18
2699,24
2700,67
2701,8
2702,18
2703,18
2704,1
2705,18
2706,67
2707,0
2708,18
2709,15
2710,29
2711,18
2712,19
2713,22
2714,18
2715,22
2716,7
2717,18
2718,45
2719,67
2720,15
2721,33
2722,2
2723,6
2724,4
2725,18
2726,8
2727,6
2728,18
2729,65
2730,73
2731,31
2732,57
2733,15
2734,22
2735,22
2736,18
2737,63
2738,20
2739,62
2740,22
2741,67
2742,18
2743,38
2744,53
2745,22
2746,40
2747,1
2748,59
2749,46
2750,18
2751,63
2752,25
2753,8
2754,18
2755,31
2756,18
2757,18
2758,18
2759,34
2760,8
2761,6
2762,8
2763,21
2764,25
2765,8
2766,28
2767,5
2768,32
2769,54
2770,50
2771,18
2772,52
2773,22
2774,29
2775,67
2776,58
2777,14
2778,39
2779,44
2780,8
2781,62
2782,67
2783,33
2784,64
2785,62
2786,18
2787,18
2788,28
2789,52
2790,58
2791,44
2792,12
2793,18
2794,62
2795,18
2796,18
2797,0
2798,6
2799,43
2800,15
2801,64
2802,42
2803,77
2804,18
2805,71
2806,30
2807,42
2808,69
2809,18
2810,18
2811,66
2812,62
2813,77
2814,29
2815,62
2816,72
2817,50
2818,12
2819,31
2820,4
2821,67
2822,32
2823,25
2824,23
2825,18
2826,6
2827,18
2828,70
2829,65
2830,45
2831,18
2832,62
2833,67
2834,15
2835,9
2836,18
2837,48
2838,39
2839,62
2840,18
2841,3
2842,58
2843,15
2844,15
2845,18
2846,40
2847,18
2848,18
2849,18
2850,60
2851,67
2852,37
2853,15
2854,6
2855,18
2856,62
2857,18
2858,18
2859,18
2860,19
2861,45
2862,18
2863,62
2864,8
2865,66
2866,50
2867,62
2868,18
2869,17
2870,35
2871,62
2872,32
2873,57
2874,8
2875,44
2876,59
2877,18
2878,18
2879,42
2880,18
2881,4
2882,57
2883,30
2884,8
2885,18
2886,18
2887,54
2888,68
2889,18
2890,28
2891,8
2892,63
2893,18
2894,63
2895,18
2896,50
2897,18
2898,76
2899,18
2900,61
2901,18
2902,18
2903,8
2904,1
2905,22
2906,22
2907,33
2908,26
2909,0
2910,22
2911,42
2912,39
2913,76
2914,10
2915,8
2916,36
2917,18
2918,18
2919,8
2920,22
2921,48
2922,49
2923,18
2924,62
2925,18
2926,62
2927,4
2928,25
2929,43
2930,48
2931,76
2932,8
2933,18
2934,15
2935,1
2936,23
2937,59
2938,6
2939,18
2940,8
2941,18
2942,11
2943,18
2944,62
2945,77
2946,26
2947,29
2948,4
2949,29
2950,45
2951,34
2952,13
2953,53
2954,1
2955,50
2956,54
2957,18
2958,18
2959,6
2960,22
2961,68
2962,8
2963,2
2964,18
2965,1
2966,5
2967,18
2968,15
2969,48
2970,7
2971,77
2972,15
2973,71
2974,9
2975,70
2976,64
2977,4
2978,77
2979,66
2980,22
2981,57
2982,61
2983,22
2984,49
2985,6
2986,43
2987,6
2988,8
2989,31
2990,14
2991,22
2992,3
2993,19
2994,62
2995,68
2996,18
2997,76
