id,yield
15479,6836.79
15480,5084.459
15481,6162.2324
15482,7073.289
15483,7182.045
15484,6133.037
15485,4830.2007
15486,7216.675
15487,5704.1924
15488,5909.9883
15489,4331.944
15490,6081.828
15491,7666.8223
15492,8343.6875
15493,6456.4653
15494,4838.1465
15495,7451.1343
15496,7248.851
15497,5954.3906
15498,6590.8887
15499,5792.649
15500,6636.6846
15501,5858.0103
15502,8205.806
15503,7123.9185
15504,7414.6226
15505,6059.86
15506,7619.786
15507,6870.7627
15508,5830.9116
15509,4030.616
15510,7345.933
15511,6897.414
15512,6121.051
15513,6362.675
15514,7596.4756
15515,6855.9443
15516,6496.3857
15517,7405.3633
15518,7103.707
15519,8142.376
15520,6248.1074
15521,7397.7754
15522,7750.9165
15523,3295.5735
15524,6269.4243
15525,3170.3152
15526,6774.5127
15527,5952.8174
15528,7341.135
15529,8139.534
15530,4351.385
15531,5914.82
15532,6698.8867
15533,8395.068
15534,6109.705
15535,3344.494
15536,6949.455
15537,5899.884
15538,6231.021
15539,6828.83
15540,6170.033
15541,7496.349
15542,7016.73
15543,4925.58
15544,5891.024
15545,6324.858
15546,5038.453
15547,6850.703
15548,6357.745
15549,5835.879
15550,6511.202
15551,5394.2812
15552,5047.5356
15553,5616.8423
15554,7709.256
15555,6342.9307
15556,5510.2627
15557,8528.791
15558,6458.9434
15559,8253.123
15560,5511.616
15561,3522.398
15562,4198.6523
15563,5999.406
15564,4811.551
15565,5978.2397
15566,4798.801
15567,4132.626
15568,3338.306
15569,4388.3135
15570,3964.1519
15571,6499.3584
15572,4797.484
15573,3405.6492
15574,5726.686
15575,3926.7102
15576,7094.5596
15577,7267.7217
15578,7829.2295
15579,5965.2993
15580,7552.5728
15581,6657.594
15582,7780.5327
15583,6196.2793
15584,6516.329
15585,4423.0674
15586,7238.302
15587,4789.484
15588,5848.6055
15589,5930.1406
15590,6860.6675
15591,5542.8125
15592,4670.0303
15593,5760.1074
15594,7446.665
15595,5723.269
15596,6707.5645
15597,6846.344
15598,6643.783
15599,4246.0977
15600,7722.845
15601,4178.5903
15602,5386.875
15603,7710.2246
15604,6764.866
15605,6304.2573
15606,6663.993
15607,6306.1816
15608,4290.5986
15609,6096.9473
15610,6463.7334
15611,6838.2397
15612,8018.475
15613,8158.617
15614,6546.38
15615,6104.7515
15616,7334.96
15617,7284.91
15618,6112.3584
15619,4971.3237
15620,6466.9497
15621,5958.9453
15622,4999.5557
15623,4444.751
15624,3778.687
15625,4996.2344
15626,7716.23
15627,6425.7495
15628,5534.607
15629,4996.9287
15630,7029.74
15631,6169.891
15632,3155.082
15633,3029.629
15634,5594.505
15635,5621.911
15636,5621.413
15637,4796.6777
15638,4005.6729
15639,8237.852
15640,4819.6294
15641,5526.3945
15642,5929.533
15643,6674.203
15644,6313.713
15645,5569.3633
15646,7292.608
15647,4669.617
15648,4346.7705
15649,4130.901
15650,4279.228
15651,6429.518
15652,7275.9307
15653,8167.4062
15654,7361.407
15655,3898.2124
15656,5745.7905
15657,7200.1953
15658,5545.593
15659,7669.838
15660,3870.4846
15661,7955.4805
15662,7228.7705
15663,4646.1396
15664,5549.2715
15665,5820.935
15666,6781.0083
15667,6388.579
15668,6877.328
15669,6824.783
15670,5846.091
15671,7599.831
15672,7105.378
15673,2928.947
15674,5438.669
15675,6157.6235
15676,8546.859
15677,8008.429
15678,7270.2065
15679,6422.454
15680,6812.6465
15681,3493.8218
15682,8042.6787
15683,6165.949
15684,5580.2695
15685,5224.757
15686,7913.8936
15687,7340.3477
15688,6785.183
15689,6734.545
15690,5175.569
15691,7975.1436
15692,4038.1484
15693,5763.569
15694,6169.789
15695,4412.342
15696,7089.537
15697,6002.0405
15698,6243.857
15699,5607.008
15700,6614.416
15701,5218.1113
15702,4746.5684
15703,8413.857
15704,5797.584
15705,6603.4907
15706,5023.96
15707,5389.8125
15708,8029.8174
15709,7070.7637
15710,6964.2773
15711,6607.2734
15712,6966.8315
15713,6509.2764
15714,4858.7
15715,5635.8843
15716,5086.627
15717,4233.8213
15718,6240.621
15719,5461.0645
15720,5578.1963
15721,3941.5876
15722,6404.0903
15723,3452.004
15724,6782.119
15725,3558.8665
15726,5944.257
15727,6573.2812
15728,5875.1763
15729,5755.4756
15730,5082.313
15731,8486.043
15732,6447.835
15733,5777.4385
15734,5918.172
15735,8190.5693
15736,6583.548
15737,6981.9365
15738,6589.425
15739,5544.6777
15740,7218.9976
15741,6493.6377
15742,6527.682
15743,2686.4744
15744,7480.164
15745,5064.918
15746,4173.675
15747,7213.631
15748,6743.1553
15749,4380.1426
15750,5696.4365
15751,4560.6504
15752,3790.8035
15753,7165.6997
15754,4702.799
15755,4865.7607
15756,5541.3096
15757,6297.6133
15758,4105.2554
15759,5751.9204
15760,8180.635
15761,3536.3875
15762,3985.3108
15763,3846.8035
15764,5048.6216
15765,5941.4614
15766,4716.382
15767,6610.886
15768,6099.0244
15769,7492.192
15770,5506.0225
15771,6321.337
15772,7633.716
15773,5801.87
15774,5913.991
15775,5547.337
15776,7917.8105
15777,6815.502
15778,5720.751
15779,6434.108
15780,4210.8203
15781,6200.0376
15782,5842.775
15783,6114.6245
15784,7883.198
15785,5388.5474
15786,5474.456
15787,4957.952
15788,7789.189
15789,5661.132
15790,4358.0186
15791,5153.175
15792,7581.2715
15793,5943.9736
15794,4247.181
15795,4025.0442
15796,7407.0674
15797,8159.1494
15798,6211.3066
15799,5414.6167
15800,3171.7942
15801,6087.5684
15802,4619.8657
15803,5264.456
15804,7626.1406
15805,5255.9717
15806,5998.5996
15807,5422.783
15808,6895.384
15809,5438.6807
15810,7237.46
15811,6091.5596
15812,8289.89
15813,5554.254
15814,7939.8125
15815,5982.4736
15816,5551.997
15817,6447.376
15818,4292.1675
15819,6695.9272
15820,6201.8716
15821,6617.8145
15822,5573.125
15823,5889.7866
15824,4165.2847
15825,7664.605
15826,4717.7295
15827,6211.968
15828,5940.387
15829,7210.358
15830,7314.091
15831,5567.843
15832,7686.419
15833,3954.5942
15834,6891.2295
15835,5586.908
15836,5681.0454
15837,6278.5757
15838,7686.9395
15839,7100.7783
15840,5409.2646
15841,6333.4795
15842,7115.2476
15843,8159.6953
15844,7572.6035
15845,4433.287
15846,6893.2153
15847,5769.17
15848,5482.857
15849,7881.367
15850,6025.454
15851,6263.5654
15852,3724.4768
15853,7285.304
15854,6250.955
15855,6024.1465
15856,4762.6807
15857,6250.1143
15858,7098.268
15859,7021.0503
15860,4670.0576
15861,5604.332
15862,5919.7686
15863,5649.5903
15864,4243.9795
15865,6547.095
15866,4090.05
15867,3431.784
15868,5090.8286
15869,7366.5186
15870,3256.0188
15871,6142.4937
15872,7131.827
15873,6205.8906
15874,5347.334
15875,6056.001
15876,5859.972
15877,4592.292
15878,6428.3247
15879,5219.23
15880,5021.652
15881,7104.115
15882,6283.0723
15883,7750.044
15884,6377.9146
15885,6533.833
15886,6870.7686
15887,5767.9497
15888,7068.1387
15889,6287.921
15890,5183.6484
15891,3463.4265
15892,5662.9424
15893,5404.131
15894,2503.743
15895,3255.2976
15896,5464.5347
15897,4664.622
15898,6500.363
15899,6318.78
15900,5653.98
15901,7386.4478
15902,7882.3066
15903,6078.776
15904,5620.4023
15905,5743.747
15906,5799.4775
15907,6537.3516
15908,7604.3145
15909,6968.8115
15910,7558.2485
15911,4282.3716
15912,6851.3574
15913,5600.6772
15914,5517.376
15915,7011.423
15916,6969.89
15917,6585.1377
15918,4641.3467
15919,7617.468
15920,5234.451
15921,6406.014
15922,5457.966
15923,6421.5874
15924,7661.5635
15925,7867.4976
15926,7482.8076
15927,7218.8066
15928,6294.237
15929,5979.609
15930,5197.8076
15931,6754.1294
15932,5102.0796
15933,5678.0186
15934,5131.0234
15935,7632.7344
15936,7192.279
15937,4093.6436
15938,5152.7915
15939,3522.1802
15940,4742.413
15941,5104.421
15942,6547.8535
15943,7089.0615
15944,6567.376
15945,7612.0684
15946,6272.284
15947,5580.1514
15948,7336.485
15949,6585.016
15950,6569.409
15951,5421.665
15952,8226.755
15953,6676.1387
15954,7364.451
15955,7024.966
15956,5936.767
15957,7234.093
15958,2899.801
15959,6239.633
15960,8030.7393
15961,7483.67
15962,5289.085
15963,5772.427
15964,6856.474
15965,6473.158
15966,4267.226
15967,6353.335
15968,7905.7314
15969,5818.0293
15970,7022.1587
15971,3557.7415
15972,6676.1377
15973,4666.139
15974,5367.0137
15975,6682.757
15976,5571.7705
15977,7155.791
15978,7646.511
15979,4710.6675
15980,5020.754
15981,4697.07
15982,6713.8193
15983,4024.8728
15984,4303.246
15985,6496.049
15986,7382.426
15987,7202.1943
15988,6769.799
15989,5143.323
15990,5458.789
15991,6367.626
15992,6483.0337
15993,4537.397
15994,7286.88
15995,4868.9443
15996,6694.825
15997,5929.1475
15998,7214.0464
15999,5023.9707
16000,7895.164
16001,8280.052
16002,7813.591
16003,5005.1934
16004,6119.039
16005,5153.509
16006,5575.7705
16007,5653.002
16008,6398.337
16009,4267.149
16010,3966.591
16011,7123.032
16012,4256.1924
16013,7482.5225
16014,6583.002
16015,8303.846
16016,6631.8604
16017,5767.877
16018,5563.295
16019,8284.457
16020,6686.2646
16021,4282.4473
16022,5209.452
16023,7990.83
16024,6471.5605
16025,5741.139
16026,5693.249
16027,6432.7803
16028,6393.4087
16029,6309.697
16030,5442.2256
16031,4825.773
16032,5332.879
16033,6807.632
16034,3931.0876
16035,6958.535
16036,5530.5664
16037,6090.432
16038,4486.5483
16039,6728.289
16040,3988.9883
16041,8264.453
16042,7153.867
16043,4121.104
16044,4846.667
16045,7199.9365
16046,8482.248
16047,7358.156
16048,6036.4053
16049,6199.4287
16050,5761.125
16051,5467.461
16052,5937.5405
16053,5379.0537
16054,6526.7803
16055,6124.5244
16056,5103.9873
16057,6012.001
16058,6576.4385
16059,5828.6914
16060,6293.71
16061,4329.7363
16062,5629.462
16063,6392.173
16064,5361.2656
16065,7003.8545
16066,4990.4673
16067,3472.8933
16068,5734.382
16069,7242.526
16070,7112.288
16071,5398.3506
16072,2573.464
16073,4082.4045
16074,7719.204
16075,6435.215
16076,8616.795
16077,4930.211
16078,5008.1875
16079,7577.334
16080,7210.5283
16081,3864.3625
16082,6076.1704
16083,6226.1484
16084,6055.385
16085,5115.4204
16086,5851.38
16087,6654.085
16088,6125.096
16089,4638.83
16090,5929.115
16091,5369.0664
16092,4411.246
16093,5554.9414
16094,5135.0127
16095,3960.407
16096,3848.3484
16097,5432.283
16098,6334.419
16099,6899.1865
16100,4164.4033
16101,7756.8467
16102,7384.24
16103,4672.5537
16104,7626.567
16105,7156.542
16106,6515.4355
16107,3905.135
16108,7506.533
16109,5660.2715
16110,5789.3145
16111,7330.707
16112,4276.874
16113,5517.055
16114,6495.1504
16115,8196.475
16116,6559.9365
16117,6048.0244
16118,3283.2214
16119,3887.053
16120,7631.1406
16121,4072.8252
16122,6516.265
16123,7656.1104
16124,7336.1235
16125,8091.5645
16126,7743.3965
16127,4143.8076
16128,3832.2722
16129,2748.051
16130,4690.744
16131,5262.243
16132,8089.9863
16133,5686.8877
16134,7094.5317
16135,6297.4746
16136,6157.1333
16137,6168.563
16138,7699.997
16139,6903.8994
16140,4324.4863
16141,5333.0117
16142,8257.711
16143,6176.9663
16144,3546.4006
16145,5520.1694
16146,6011.616
16147,6226.926
16148,5348.785
16149,7185.843
16150,3213.95
16151,5512.96
16152,4984.6357
16153,3377.507
16154,3497.3796
16155,7584.171
16156,5086.834
16157,4858.409
16158,4783.3384
16159,6684.5146
16160,7145.658
16161,7181.292
16162,7060.375
16163,5253.8657
16164,6525.163
16165,7787.3994
16166,5335.9287
16167,5817.6743
16168,5402.233
16169,4184.457
16170,7229.5723
16171,7068.3184
16172,5787.2676
16173,6701.494
16174,4381.2056
16175,7783.1074
16176,6356.3066
16177,4566.889
16178,7671.6895
16179,5712.385
16180,3616.468
16181,4659.504
16182,5930.572
16183,7285.536
16184,5605.5186
16185,6972.4873
16186,6794.29
16187,8122.891
16188,3288.501
16189,6009.199
16190,7326.795
16191,6532.2026
16192,3966.6062
16193,6908.675
16194,5630.866
16195,5773.0645
16196,6038.473
16197,6961.801
16198,7804.183
16199,5785.339
16200,5869.5
16201,6366.3364
16202,6497.509
16203,5642.982
16204,7696.0527
16205,7842.704
16206,6442.926
16207,5489.2246
16208,5953.095
16209,6131.5195
16210,6741.709
16211,5841.1787
16212,5970.1885
16213,4395.9756
16214,5555.291
16215,5721.233
16216,6478.041
16217,6525.6895
16218,6451.7256
16219,4391.6104
16220,6750.8467
16221,4456.489
16222,5471.8296
16223,5565.7603
16224,5076.7383
16225,6910.6924
16226,6185.3022
16227,4471.508
16228,6455.883
16229,6409.335
16230,4228.5444
16231,7010.448
16232,5759.992
16233,5018.8516
16234,3907.4568
16235,4148.769
16236,6598.131
16237,8114.866
16238,5946.4033
16239,7671.043
16240,4013.125
16241,5978.1123
16242,4921.1777
16243,6465.84
16244,4640.2803
16245,5542.5156
16246,5589.2715
16247,4308.301
16248,4844.626
16249,3696.5781
16250,3745.6643
16251,5518.2515
16252,8199.394
16253,5282.661
16254,5565.968
16255,5001.998
16256,7763.507
16257,5823.413
16258,5940.0464
16259,6432.947
16260,5466.8984
16261,4668.0664
16262,5117.052
16263,6369.545
16264,3864.76
16265,7415.087
16266,4711.4863
16267,3562.9985
16268,5798.955
16269,3419.3547
16270,6156.0957
16271,5425.952
16272,7629.5684
16273,7128.7373
16274,3937.9785
16275,7302.3105
16276,6337.443
16277,5644.332
16278,4315.2817
16279,5744.7183
16280,4490.7817
16281,4777.8623
16282,8221.297
16283,7225.95
16284,6645.6895
16285,6684.0117
16286,5262.756
16287,7821.5215
16288,5982.156
16289,7836.2207
16290,6912.812
16291,5455.3604
16292,4699.82
16293,4886.504
16294,7221.6104
16295,5041.798
16296,7567.324
16297,6254.2207
16298,7063.4775
16299,6500.656
16300,6986.061
16301,7501.948
16302,7268.741
16303,6543.035
16304,7190.9805
16305,5334.368
16306,7377.8164
16307,4152.244
16308,7945.1094
16309,6315.835
16310,6201.8076
16311,5517.756
16312,6799.71
16313,4637.7705
16314,7390.5913
16315,7987.9277
16316,3099.3489
16317,5925.2246
16318,4894.6367
16319,3164.7952
16320,5958.6445
16321,5219.8086
16322,7335.5
16323,3983.8171
16324,4784.125
16325,6002.3984
16326,7345.256
16327,7503.925
16328,7628.4224
16329,6417.2666
16330,6604.92
16331,5043.6235
16332,6921.2246
16333,6640.789
16334,5506.7085
16335,4862.952
16336,4273.2266
16337,4759.6807
16338,6018.5977
16339,4767.19
16340,5316.1455
16341,7952.1416
16342,7363.6826
16343,4213.9404
16344,7051.3564
16345,6035.925
16346,8096.122
16347,7445.086
16348,4086.3948
16349,5358.7812
16350,7240.5635
16351,5105.284
16352,6937.5728
16353,5631.47
16354,5179.8223
16355,7850.973
16356,5768.8564
16357,7072.2295
16358,6283.7256
16359,8158.6445
16360,7198.3564
16361,7729.9473
16362,8190.776
16363,4223.384
16364,6006.709
16365,5724.533
16366,6922.717
16367,3733.1365
16368,6628.8247
16369,7997.443
16370,6140.6484
16371,2685.2268
16372,8247.1455
16373,3849.5842
16374,7122.1553
16375,5801.6987
16376,7167.792
16377,4993.1763
16378,7120.331
16379,7000.5293
16380,5817.336
16381,4511.7197
16382,5187.5986
16383,4010.889
16384,6007.6387
16385,6726.9824
16386,5547.324
16387,5164.091
16388,4141.628
16389,3934.5205
16390,8202.72
16391,6237.274
16392,4105.0146
16393,5735.9546
16394,6349.5996
16395,7650.8604
16396,5972.0293
16397,7264.424
16398,6241.212
16399,2805.0662
16400,6904.1445
16401,6412.0557
16402,5899.0728
16403,6888.2607
16404,5825.45
16405,8149.0127
16406,6148.374
16407,7955.6494
16408,7177.429
16409,7264.1025
16410,6907.177
16411,5682.7666
16412,5746.9326
16413,7500.2134
16414,6150.907
16415,3228.1414
16416,7107.4385
16417,5976.839
16418,6872.5938
16419,5547.339
16420,5451.42
16421,3893.7947
16422,5171.9863
16423,7482.202
16424,5531.7666
16425,8032.4043
16426,6582.5186
16427,6944.1035
16428,5647.102
16429,7323.8555
16430,6511.865
16431,6198.2783
16432,5666.9053
16433,6517.038
16434,5707.1133
16435,7539.209
16436,7913.2554
16437,6359.121
16438,3852.7473
16439,7422.2627
16440,4477.1514
16441,6964.8203
16442,6577.0215
16443,6367.1675
16444,5289.167
16445,5662.892
16446,6772.049
16447,6660.1865
16448,7727.5186
16449,4181.7236
16450,5939.3438
16451,7299.9736
16452,4458.4634
16453,6581.41
16454,3720.993
16455,8113.294
16456,3338.4617
16457,7632.5454
16458,7684.0884
16459,4572.64
16460,5406.326
16461,5959.625
16462,7187.6934
16463,7894.834
16464,6086.073
16465,4326.6924
16466,6535.84
16467,4583.7744
16468,5713.025
16469,4512.368
16470,6496.375
16471,6488.335
16472,5263.9165
16473,6794.6953
16474,6650.1025
16475,6234.451
16476,6577.1025
16477,7438.1064
16478,7818.6035
16479,5713.8115
16480,7207.165
16481,8441.336
16482,6360.8164
16483,5032.5913
16484,7589.9346
16485,5285.5537
16486,5523.241
16487,6182.217
16488,3958.8074
16489,5941.812
16490,8150.198
16491,8036.5005
16492,8064.171
16493,5430.9385
16494,5604.4004
16495,6304.953
16496,5273.1416
16497,5802.925
16498,5720.5693
16499,6608.454
16500,7861.996
16501,5495.22
16502,7273.068
16503,7444.08
16504,5542.988
16505,7644.622
16506,6839.8896
16507,5721.253
16508,4332.452
16509,3071.339
16510,7110.9473
16511,6902.9453
16512,6036.4565
16513,5674.1113
16514,7671.6377
16515,5897.8467
16516,7412.2207
16517,7574.604
16518,4195.7627
16519,5380.8335
16520,5526.4346
16521,3941.8792
16522,5500.5176
16523,6081.4727
16524,6965.497
16525,5797.6753
16526,4427.3086
16527,5301.697
16528,8011.116
16529,4676.1616
16530,6662.838
16531,5709.105
16532,5088.4805
16533,5395.875
16534,4276.668
16535,6910.5425
16536,6371.5317
16537,7043.032
16538,7132.881
16539,8003.9893
16540,8351.936
16541,3428.0076
16542,7878.7246
16543,5753.521
16544,5764.8374
16545,5663.4126
16546,6522.5386
16547,5175.126
16548,6279.142
16549,7622.5347
16550,6210.459
16551,7673.9443
16552,7489.7373
16553,4014.78
16554,5744.084
16555,7417.7153
16556,3832.3772
16557,6858.629
16558,6113.7754
16559,7088.1045
16560,6073.785
16561,7011.1006
16562,7061.2324
16563,4547.4746
16564,7579.7197
16565,6532.791
16566,3457.5159
16567,5111.6377
16568,5226.161
16569,4723.8203
16570,7342.293
16571,7123.832
16572,7776.5415
16573,6311.242
16574,5841.827
16575,4465.207
16576,6510.517
16577,7763.0415
16578,7649.183
16579,5531.341
16580,5753.826
16581,6274.903
16582,5992.7773
16583,5569.991
16584,5887.726
16585,5518.867
16586,5202.992
16587,3729.5867
16588,7678.0547
16589,7307.3955
16590,7991.1113
16591,7113.8687
16592,4099.419
16593,3898.2786
16594,6364.7324
16595,5102.5615
16596,6185.5615
16597,5220.4478
16598,7153.5947
16599,7312.6357
16600,3352.2917
16601,5674.327
16602,6110.0073
16603,6351.1343
16604,8131.4917
16605,5210.336
16606,7660.8506
16607,6375.664
16608,7522.5312
16609,5345.135
16610,6853.072
16611,7415.556
16612,7480.8477
16613,5860.078
16614,7259.8135
16615,8448.504
16616,4541.422
16617,7623.599
16618,6457.6313
16619,7374.1997
16620,5895.25
16621,6465.99
16622,6142.713
16623,5145.1816
16624,7640.8457
16625,7335.126
16626,7135.1016
16627,7715.817
16628,5644.147
16629,5874.129
16630,5791.3076
16631,6694.4844
16632,6459.7007
16633,6238.5796
16634,6977.449
16635,6077.753
16636,7633.8936
16637,5997.993
16638,6070.091
