event_id,prob_12h,prob_24h,prob_48h,prob_72h
69836438,5.512957984724992e-05,7.350610646299991e-05,9.188263307874988e-05,0.00011025915969449984
70283101,0.5994889056423048,0.7993185408564065,0.9991481760705081,1.0
70501603,0.5997027843732137,0.7996037124976183,0.9995046406220228,1.0
70993222,6.218499588253731e-05,8.29133278433831e-05,0.00010364165980422886,0.00012436999176507462
71474230,0.5997072402702439,0.7996096536936586,0.9995120671170732,1.0
71532972,0.0006466231562351745,0.0008621642083135661,0.0010777052603919575,0.001293246312470349
72973561,5.8581717936892086e-05,7.810895724918945e-05,9.763619656148681e-05,0.00011716343587378417
73023698,0.00010568580035604481,0.00014091440047472642,0.00017614300059340802,0.00021137160071208963
74751606,9.879454635883777e-05,0.00013172606181178372,0.00016465757726472964,0.00019758909271767555
74945408,0.5997110022782003,0.7996146697042672,0.9995183371303339,1.0
75012237,0.5985090698399224,0.7980120931198965,0.9975151163998706,1.0
75726601,7.238025615588251e-05,9.650700820784336e-05,0.00012063376025980419,0.00014476051231176502
78173856,6.695305275779121e-05,8.92707370103883e-05,0.00011158842126298537,0.00013390610551558242
78227688,0.00028750970266438634,0.00038334627021918184,0.0004791828377739773,0.0005750194053287727
78266693,9.363636261351866e-05,0.00012484848348469157,0.00015606060435586445,0.00018727272522703732
78502343,9.927514385223193e-05,0.00013236685846964257,0.0001654585730870532,0.00019855028770446385
78780565,5.811172048637283e-05,7.748229398183044e-05,9.685286747728806e-05,0.00011622344097274567
80446138,0.00038650167158089515,0.0005153355621078602,0.0006441694526348252,0.0007730033431617903
80819726,8.176250090191553e-05,0.00010901666786922072,0.00013627083483652589,0.00016352500180383107
81010506,6.546668920417847e-05,8.728891893890463e-05,0.00010911114867363079,0.00013093337840835694
81611002,5.327775007632957e-05,7.103700010177277e-05,8.879625012721596e-05,0.00010655550015265914
81715663,0.5997430417207579,0.7996573889610106,0.9995717362012632,1.0
82779392,8.734481438757521e-05,0.00011645975251676695,0.00014557469064595868,0.00017468962877515042
83261710,6.998769811499473e-05,9.331693081999298e-05,0.00011664616352499122,0.00013997539622998947
84903193,0.000104737454905826,0.0001396499398744347,0.00017456242484304335,0.000209474909811652
87245976,0.00010088004849868824,0.00013450673133158432,0.0001681334141644804,0.00020176009699737649
87273546,0.021758482147231407,0.029011309529641878,0.036264136912052346,0.043516964294462814
89909836,9.002352041450981e-05,0.00012003136055267976,0.00015003920069084969,0.00018004704082901963
91234126,0.022541993344422244,0.030055991125896325,0.03756998890737041,0.04508398668884449
93027270,0.5996801111999449,0.7995734815999267,0.9994668519999083,1.0
94627327,0.00024231867683706233,0.00032309156911608316,0.0004038644613951039,0.00048463735367412466
96570675,5.4758406809023086e-05,7.301120907869745e-05,9.126401134837181e-05,0.00010951681361804617
97225766,7.268676030793662e-05,9.691568041058217e-05,0.0001211446005132277,0.00014537352061587324
98446281,0.00029990083247876146,0.0003998677766383486,0.0004998347207979358,0.0005998016649575229
99649465,8.002492423219348e-05,0.000106699898976258,0.00013337487372032248,0.00016004984846438696
